指数,名,地址,#标签,电话号码,网站,小时/休息日,图片,入场费,停车设施,介绍
1794,更吸引人,江原道春川市南山面新골街12,#江源道#春川#旅游地#片,010-6383-8015,http://www.thecclim.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/BD10023_I_01.JPG&w=454&h=242,90000~2500000元,可停车免费停车,更吸引人的旅馆是位于南怡岛和江村中间的旅馆今后北汉江流淌火车简易车站和芦苇丛相结合的江边兜风路线非常美丽。 客房分复式和单层每间客房的氛围和装修都非常和谐深受人们的喜爱。 客房内设有可以解决饮食的炊事设施和基本设施可以方便地使用。
1795,Remember,江原道春川市南山面北汉江边路320,#江源道#春川#旅游地#片,010-3338-9005,http://www.rememberpension.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/BD10022_I_02.JPG&w=454&h=242,60000~140000元,可停车免费停车,位于南怡岛山脚下的北汉江边的旅馆可以感受到清净地区加平的干净和湖畔城市春川的宁静。 客房分为Remember A和RememberB两部分分为复式和单间。 客房具备基本设施和客房内可以解决饮食的炊事设施。 客房前的露台可以烧烤可以舒适地举行烧烤派对。
1796,晨曦,江原道春川市南山面西川街57,#江源道#春川#旅游地#片,033-263-2026,http://www.morningsuns.net,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/BD10021_I_04.JPG&w=454&h=242,100000~220000韩元,可停车免费停车,早晨的阳光旅馆是位于春川市南山面西川里北汉江边的舒适小窝。 800坪土地的广阔前景和正前方流淌着北汉江而且可以同时听到火车汽笛声因此这里非常静谧景观也非常秀丽。 迎着凉爽的晨风和白蒙蒙的水雾一起走在江边会感到凉爽。 来到春川的话夏天钓鱼和水上休闲冬天滑雪和雪橇等晨光的旅馆里留下难忘的回忆也是不错的选择。
1797,绿蜗牛,江原道春川市南山面西川街137,#江源道#春川#旅游地#片,033-263-4033,http://www.snailpension.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/BD10020_I_01.JPG&w=454&h=242,60000~400000元,可停车免费停车,草绿色蜗牛旅馆是位于春川市南山面西川里的旅馆位于南怡岛和江村之间。 位于能看到北汉江边和火车道的风景好的地方可以尽情欣赏西川里特有的氛围。 在附近南怡岛入口的江面上享受的蹦极是尽情享受冒险和刺激的最佳选择。 迎着凉爽的江风看着在闪烁的阳光下舒展的江景心情也会变得明朗。
1798,云卡普奇诺,江原道春川市南山面西川街27-1,#江源道#春川#旅游地#片,033-264-3412,http://www.ccpension.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/BD10019_I_01.JPG&w=454&h=242,130000~210000韩元,可停车免费停车,这是位于春川市南山面西川里北汉江边的旅馆。 在充满浪漫的水雾盛开的江边可以畅快地乘风破浪享受水上休闲运动带来的乐趣。 在北汉江的美丽景观中充满咖啡香气的云彩卡布奇诺旅馆可以欣赏到自行车道冬季滑雪ATV四轮自行车等还可以与周边旅游景点一起营造咖啡香气四溢的回忆。
1799,雷切尔,江原道春川市南山面西川街135,#江源道#春川#旅游地#片,070-4882-2824,http://www.rachelpension.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/BD10018_I_01.JPG&w=454&h=242,55000~150000韩元,可停车免费停车,雷切尔旅馆位于北汉江边景观秀丽的春川市南山面西川里。 从客舱中可以一眼看到北汉江的绿色视野非常广阔。 江边散步自不必说步行只需5分钟3分钟的车程就能看到杰德花园的树木园非常适合观光。 无论在什么季节都会以多样的游乐场所和美丽的北汉江风景给人们留下深刻的印象。
1800,维拉诺贝利,江原道春川市南山面西川街103-1,#江源道#春川#旅游地#片,010-2685-0779,http://www.villa-nobile.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/BD10017_I_01.JPG&w=454&h=242,80000~240000韩元,可停车免费停车,意为高档别墅贵族别墅的别墅Nobilet Pention其名字和在室内室外看到的一样华丽而高贵。 四轮自行车水上休闲轨道自行车滑雪等在附近可以尽情享受的休闲活动虽然也带来了乐趣但单是自行车运动本身也是具有观光价值的自行车运动。 在眺望朝鲜江边时没有问津的自然环境中可以和spa一起享受舒适的休假留下珍贵的回忆。
1801,小型石片,江原道春川市南山面北汉江边路319,#江源道#春川#旅游地#片,033-263-3321,http://www.smallstone.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/BD10016_I_01.JPG&w=454&h=242,45000~205000韩元,可停车免费停车,位于春川市南山面西川里的小旅馆位于丘陵城地带周边北汉江环绕村庄风景如画。 游客可以在所有客房眺望江景在民宿前的露天烧烤场也能欣赏到美丽的风景和愉快的时光。 在民宿为情侣活动提供演出。 这是可以送给相爱的人无法忘怀的瞬间的自然装饰品。
1802,星星故事,江原道春川市南山面北汉江边路110-6,#江源道#春川#旅游地#片,010-3336-6360,http://www.starstory.co.kr,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/BD10015_I_01.JPG&w=454&h=242,50000~700000韩元,可停车免费停车,位于春川市南山面西川里的小旅馆是让因日常生活而疲惫不堪的现代人重新做梦的旅馆。 《星星故事》以小时候去寻找梦想的星星的故事为主题进行了装修。 客房内设有炊事设施不用外出可以在客房内解决吃饭问题。 可以尽情享受烧烤和南怡岛江村游乐园江村度假村自行车徒步水上休闲等周边的游乐街。
1803,贴纸,江原道春川市南山面京春路74,#江源道#春川#旅游地#片,033-261-4488,http://www.thirapension.com,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/BD10014_I_01.JPG&w=454&h=242,90000~2500000元,可停车免费停车,位于春川市南山面西川里的T-La Pention位于南怡岛北汉江伊利西安江村度假村Jade花园附近是可以享受水上运动和滑雪的休闲-休养综合型Pention。 坐落于北汉江尽收眼底的山坡上一目了然地眺望北汉江的超凡客房前景在水疗馆看到的北汉江则给人以前所未有的清爽感。 和恋人一起住在地中海风格的象牙白建筑里可以感受到地中海的清爽。
1804,W度假村,江原道春川市南山面芳下路685,#江源道#春川#观光地#度假村,033-264-5120 033-26,http://www.soraresort.com/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/BB10011_I_01.JPG&w=454&h=242,100000~700000元,可停车免费停车,每次寻找研讨会学科MT等团体聚会的空间都不容易。 在举行能够为所有人提供亲近的契机的活动时寻找合适的场所是重要因素之一。 在江原道春川有为这种团体聚会准备的宽敞空间和便利设施的寄宿型度假村。 W度假村位于春川市南山面方下里拥有干净整洁的设施在清新的自然环境中享受休闲是团体活动的最佳场所。 为参加团体聚会而购买旅馆的顾客非常受欢迎。
1805,想象空间,江原道春川市体育城길三九九号街,#江原道#春川#观光地#酒店,033-818-4200,http://stay.sangsangmadang.com/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/BA10024_I_01.JPG&w=454&h=242,77000~143000韩元,可停车免费停车,KT&G想象广场是全国仅有的3个KT&G的文化设施位于弘大论山春川。 位于春川市体育城路的春川想象广场被分为可以作为表演设计教育艺术活动的文化空间的想象广场艺术中心和会议设施文化艺术设施餐厅各种便利设施的想象广场舞台。
1806,完美汽车旅馆,江原道春川市南春路五六号街,#江原道#春川#观光地#汽车旅馆,033-261-3530,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BE10062_I_01.JPG&w=454&h=242,4000~600韩币,不能停车,位于江原道春川市孝子洞的Perfect旅馆位于春川交通要塞南春川站和春川长途汽车站之间是除春川市民外对来春川的游客非常方便的住宿设施。 客房兼备可以休息的床和梳妆台等。 另外这里还备有电视机和电脑没有闲暇时间工作时也很有用。 从孔枝川到金有贞文学村春川松岩休闲城等春川的旅游景点的中心无论去哪里都很方便而且离春川明洞和鸡肋胡同也很近。
1807,玫瑰山汽车旅馆,江原道春川市南春路五六号街,#江原道#春川#观光地#汽车旅馆,033-261-4800,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BE10061_I_01.JPG&w=454&h=242,4000~600韩币,不能停车,位于江原道春川市的玫瑰山汽车旅馆位于春川交通要冲地南春川站和春川长途汽车站之间是除春川市民外对来春川旅游的游客非常方便的住宿设施。 客房兼备可以休息的床和桌子梳妆台等。 另外这里还备有电视机和电脑没有闲暇时间工作时也很有用。 从孔枝川到金有贞文学村春川松岩休闲城等春川的旅游景点的中心无论去哪里都很方便而且离春川明洞和鸡肋胡同也很近。
1808,白色城堡,江原道春川市南山面갯골路87,#江源道#春川#旅游地#片,010-4191-9517,http://www.gcwhitecastleps.com/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/9/BD11300_I_01.JPG&w=454&h=242,79000~400000元,可停车免费停车,拥有自然和浪漫气息的春川白色城堡位于江原道春川市南山面溪谷路上情侣房家庭房团体房等均备有给游客提供了无法选择的户外露台服务。 客房共有19间可以享受皮草服务和体育休闲是一款可以尽情享受白色城堡的旅馆。
1809,品安村,江原道春川市东面品杰里242,#江源道#春川#旅游地#片,033-243-4870,http://pumanvillage.com/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD11040_I_01.JPG&w=454&h=242,80000~2500000元,可停车免费停车,将原本是废校的学校改造成寄宿家庭后有新感觉的品安村位于江原道春川市东面品杰里有一片宽阔的草坪庭院是适合孩子们玩耍的寄宿家庭。 在品安村可以制作食物的烧烤场和烧烤场旁边有宽敞的餐桌供很多人使用用草坪装饰好的庭院有足球场和游泳场夏天来品安村可以更深入地享受美食。 室内有学校使用的痕迹给人一种与其他寄宿家庭不同的感觉。
1810,胶片,江原道春川市南山面京春路72,#江源道#春川#旅游地#片,033-261-5566,http://www.orapension.com/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD11039_I_01.JPG&w=454&h=242,110000~240000韩元,可停车免费停车,位于春川市南山面的ora pention是以地中海蓝色大海为背景像白色建筑的三得利尼一样以古朴的建筑形式制作的fention。 每间客房都有单独的烧烤和露台月光SPA在旅馆内也能充分度过美好的时光。 在甲骨文公司可以提供皮影服务即使没有私家车也可以很舒服地使用奔腾。 另外客房内的walful spa可以融化疲惫的身体而且设有个别烧烤场即使不出门也足以享受温馨的用餐时间。
1811,四季,江原道春川市南山面西柏街452,#江源道#春川#旅游地#片,070-7570-1600,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD11037_I_01.JPG&w=454&h=242,78000~498000韩元,可停车免费停车,四季旅馆是位于江原道春川市南山面白羊里的小旅馆位于进入南怡岛的路口。 四季旅馆不仅设有双人间6人室25人室等情侣旅行和家庭旅行还设有联谊会聚会等团体旅行的客房每个客房都有烧烤店和电视机冰箱空调微波炉。
1812,大轴心,江原道春川市南山面西柏一街62,#江源道#春川#旅游地#片,033-264-2005,http://www.bigbearkorea.com/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD11036_I_01.JPG&w=454&h=242,1500000~260000韩元,可停车免费停车,大熊旅馆是位于屈峰山站附近的独栋旅馆。 客房包括Highway330 Highway38 Highway18 BigBear Lake ArrowHead Lake 共5间客房每个客房都设有Jetspa。 此外这里还拥有露天游泳池和马刺郎景观师之手装饰的庭院。
1813,星空冒险,江原道春川市东面品杰街415,#江源道#春川#旅游地#片,010-7415-0500,,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD11035_I_01.JPG&w=454&h=242,50000~200000,可停车免费停车,星园寄宿是位于江原道春川市品杰里偏僻村庄的寄宿家庭是适合离开市中心休息的寄宿家庭。 客房包括多个家庭房两居室三居室等共4间客房在寄宿房前的星园溪谷设有平床适合夏季玩水。 另外还可以在昭阳江码头乘船从品乞里码头下山步行至偏僻村庄入口的春川路6路线观察到昭阳湖的奇岩绝壁等自然景观。
1814,简易站,江原道春川市南山面西川街99,#江源道#春川#旅游地#片,070-4882-2811,http://ganieyeok.infotown.kr/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD11033_I_01.JPG&w=454&h=242,60000~165000韩元,可停车免费停车,位于春川市南山面西川路的简易车站民宿是将美丽的江景尽收眼底的民宿。 店内拥有5间客房适合家人爱人朋友一起来有烧烤场露天游泳池小卖部的配套设施可以享受更广泛的服务。 这里位于冬季恋歌的拍摄地南怡岛和电影书信的拍摄地京江站之间有火车道和江边路可以感受到安静的氛围。
1815,导电,江原道春川市新北邑新泉地里路769,#江源道#春川#旅游地#片,033-241-1232,http://www.ccpension.co.kr/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10627_I_02.JPG&w=454&h=242,50000~200000元,可停车免费停车,PineCounction位于昭阳江大坝附近是能够对凉爽的昭阳江的江风进行治愈的春川民宿独采型民宿。民宿前面铺着绿色宽大的草坪每个客房前面都有可以做桌椅烧烤的地方。 客房内不仅有床上用品还备有各种餐具并设有无线网络生活方便。
1816,粉笔,江原道春川市新北邑新泉地里路700-1,#江源道#春川#旅游地#片,033-264-2120,http://gcpastel.alltheway.kr/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10626_I_01.JPG&w=454&h=242,60000~270000元,可停车免费停车,位于昭阳江大坝附近可以凉爽的昭阳江风下进行治愈的柔和色的围屋像名字一样漂亮的柔和色调的围屋外观给人来到童话世界的感觉院子前草坪上的摇子。 客房内不仅有床上用品还备有各种餐具并设有无线网络生活方便。
1817,春川板块,江原道春川市新北邑新泉地里路769,#江源道#春川#旅游地#片,033-241-1232,http://www.ccpension.co.kr/,,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/8/BD10625_I_01.JPG&w=454&h=242,50000~20000韩元,可停车免费停车,春川民宿位于昭阳江水库附近可以很好地利用凉爽的昭阳江风进行治愈。 民宿前面铺着绿色宽大的草坪每个客房前面都有可以做桌椅烧烤的地方。 客房内不仅有床上用品还备有各种餐具并设有无线网络生活方便。 如果厌倦城市生活需要治愈推荐春川寄宿家庭。
