指数,名,地址,#标签,电话号码,网站,小时/休息日,图片,入场费,停车设施,介绍
1766,黑猪神话,济州特别自治道西归浦市安德面东光里 929-4,#黑猪#烤烟煤#根肉,064-794-9289,,东奥德2100,https://api.visitjeju.net/photomng/imgpath/201804/30/01808f0c-d4da-4926-8db0-632c3d42e4df.jpg,,,黑猪神话是位于新华历史公园和吴雪录附近的黑猪烤煤饼专卖店。肉很厚有员工帮他打草蜂和切片他可以品尝到肉汁栩栩如生的牛排之类的肉还可以品尝到烤煤球特有的蜂窝煤香。在厚厚的脂肪层里可以感受到黑猪特有的香喷喷这部分成为美食的关键点。经营济州产近古湾最近开业拥有室内整洁宽敞的停车场。​​​​​​​​​​​​​​​​​
1767,黑猪村,济州特别自治道济州市翰林邑东明里1858,#黑猪#烤蜂#鲍鱼#冷面#韩食,064-796-9981,,,https://api.visitjeju.net/photomng/imgpath/201804/30/b4933bdd-8678-4061-a5d8-34962bb0a6a0.jpg,,,由于黑猪村靠近峡载海水浴场金陵海水浴场因此被称为峡载美食店金陵美食店。在黑猪村由于用煤饼烧过一次初烤肉就会上市所以客人烧肉的时间很短。 这里的特制铁板上放上厚厚的黑猪肉五花肉泡菜蕨菜豆芽烤着吃的话肉油渗入野菜里既香又脆。 后边的炒饭又好吃极了。 除了肉之外还有爽口的冷面辣味的拌冷面鲍鱼片。
1768,黑猪烤牛肉店,济州特别自治道济州市道令路一一路26-9,#黑猪#韩食#香土饮食,064-748-8577,,100%预约制运营/咨询使用时间电话,https://api.visitjeju.net/photomng/imgpath/201804/30/9d1692c5-eab3-4f22-9fff-c65bb95de5e2.jpg,,,据说店里陈列的花花绿绿的材料用处是什么都是饭团里用的材料。 肉又多好吃适当湿润厚实的肉和各种小菜饭都可以无限补充。 老板把所有的菜都一个人做每一道菜都让我感受到真诚。100%实行预约制而且可以预约4人(每人25000韩元)以上。 距离机场汉拿医院很近附近的著名旅游景点有汉拿树木园龙头岩济州岛民俗自然史博物馆等。
1769,黑韩牛名品馆,济州特别自治道西归浦市吐坪洞 262-1,#黑韩牛#黑牛#生肉片#排骨汤,060-732-1486,,节假日,https://api.visitjeju.net/photomng/imgpath/201804/30/ebe60c2d-3e3d-428b-a02f-0a8e1aa6a14b.jpg,,,黑韩牛名品馆经营于黑韩牛名品馆和西归浦市畜产农协可以同时掌握健康和美味黑韩牛名品馆的1楼是专门销售畜产品的餐厅。肉味优良自古以来就是皇帝食用的济州土牛黑牛其肉质比一般韩牛更优良更柔软口感和香味更好。销售这种济州黑牛的黑韩牛名品馆的黑牛当日数量有限因此一般的韩牛也同时销售。除了肉韩牛生鱼片黄鱼汤排骨汤大酱汤等也在销售中。拥有200个以上的座位和儿童游乐场婚宴空间可以以家庭为单位访问。​​​​​​​​​​​​​​​​​​​
1770,1080刀切面,济州特别自治道济州市曙光路13路3(三道一洞),#蛤仔#鸡刀切面#泡菜手刀切面#刀切面#韩食,064-759-1089,,每周三休息,https://api.visitjeju.net/photomng/imgpath/201804/30/dea24126-298e-4987-a53d-c3f1660c4785.jpg,,,蛤仔鸡刀切面泡菜手刀切面专卖店1080刀切面味道爽口浓汤的刀切面堪称一绝。
1771,1950房间,济州特别自治道济州市涯月邑流水岩里 1023,#手工汉堡#黑色汉堡#大麦汉堡#汉堡,070-4247-1950,,全年无休,https://api.visitjeju.net/photomng/imgpath/201804/30/55d1b748-52df-4d12-8c27-c5852d3ab807.jpg,,,
1772,24时 骨头汤济州店,济州市二道一洞 1252-5,#骨头汤#骨头汤#韩食,(+82)-723-0013,,,https://api.visitjeju.net/photomng/imgpath/201804/30/219ca295-8c21-46bd-aced-2dc89f65ba94.jpg,,,24点骨质汤当热乎乎的汤汁和坚实的肉块拉起来的时候就是很好的餐厅。汤汁中加入豆芽和大葱可以品尝到爽口且干净的骨头汤。 一碗骨头汤一顿一顿饱一顿可以作为解闷的下酒菜。24时骨质汤是济州岛内的连锁店不仅分布在济州店而且分布在济州市/西归浦市。 营业时间为24小时但凌晨有刹车时间访问前需要确认营业与否。​​​ ​
1773,24时 全州名家豆芽汤饭,济州市阿罗1洞 2417-3,#韩餐#汤饭#豆芽汤饭,064-724-6111,,,https://api.visitjeju.net/photomng/imgpath/201804/30/738c51cd-7d75-4f23-b99f-15d8536ab2ee.jpg,,,济州岛低廉的餐厅阿拉东的豆芽汤饭价格和味道都很善良的性价比!是可以吃上一顿饱饭的地方。菜单上有主食全州豆芽汤饭鱿鱼韭菜蔬菜儿童糕排骨等。大米萝卜泡菜里装着国产指标机可以放心食用可以包装所有菜单。
1774,3Birds (3Birds新华世界店),济州特别自治道西归浦市安德面西广里山35-16,#Brunch#神话世界咖啡厅#济州제牛铃링,064-900-5573,,全年无休,https://api.visitjeju.net/photomng/imgpath/201807/06/886c0643-9a17-449e-848c-78f824d65477.JPG,,,包括咖啡茶红酒啤酒等饮料还有沙拉意大利面汉堡开放三明治等各种饮料。与首尔的三里佛士不同济州的Brack Pirst济州的虾罗杰林贵妮青花鱼柠檬奶油意大利面等在济州有特色的菜单。卡夫雷泽汉堡是根据含有番茄红豆奶酪罗勒等的卡夫雷泽沙拉制作而成含有纯牛肉味并含有红虾罗杰灵贵的海鲜汤。位于新华世界内部乘坐大众交通工具及班车非常方便。
1775,Jeju in aA cafe,济州济州市旧左邑鸡龙街26-20,#饮料#咖啡#咖啡,064-783-0223,,星期四休息,https://api.visitjeju.net/photomng/imgpath/201804/30/c58c1312-a5ac-407a-867b-15fd53f82bda.jpg,,,位于海边可以眺望到美丽的大海用树木材料收尾的复古装饰十分抢眼。​
1776,UFO咖啡馆,济州市涯月邑九严里505,#咖啡#饮料#咖啡厅,064-747-7650,,,https://api.visitjeju.net/photomng/imgpath/201804/30/ecfd2b9b-6bdf-40d4-af16-c44878919e41.jpg,,,与涯月海岸相连的风景秀丽的餐厅作为小规模的周岁宴或各种聚会场所非常卓越。准备了各种咖啡茶饮料和餐单。​
1777,Untitled2017,济州特别自治道西归浦市安德面西广里山24-11,#咖啡#咖啡#甜点#Untitled 2017#GD,064-900-5564,,,https://api.visitjeju.net/photomng/imgpath/201807/06/853ba40c-5714-41a6-95a4-22e257762707.jpg,,,建筑物在天空中看到时呈GD形状内部展示着GD的手绘和鞋子等。 咖啡屋顶棚上的呼吸之花是空间设置艺术家崔贞花作家的作品。 内部用五颜六色的插图和各种色彩装饰。
1778,加比奥塔咖啡馆,济州特别自治道济州市旧左邑终达里1419,#咖啡#咖啡#蛋糕,064-782-1419,,上午10点~下午6点(周末7点)第二个第四个星期二休息,https://api.visitjeju.net/photomng/imgpath/201811/02/e8b34cbf-026e-43a6-9d69-e69acf0d4962.jpg,,,这是可以看到下道里海水浴场前景的海洋美容咖啡馆。 在这里可以品尝到咖啡和亲自制作的松饼和胡萝卜蛋糕。 此外四季冰沙美式热狗等各种美食也可以享受。 在同一栋楼里经营着同名旅馆。
1779,加山土房餐厅,济州特别自治道西归浦市仁政오름로八六号街,#黑猪#韩食#咖啡,064-732-2095,,,https://api.visitjeju.net/photomng/imgpath/201804/30/d2c783e1-9452-4f68-84bc-e607da267e64.jpg,,,在民宿庭院内可以尽情享受黑猪五花肉的猫咪咖啡屋和无人咖啡屋也在运营中
1780,蒸伽倻杏,济州特别自治道济州市道头一洞 2622-6 1楼伽倻区桑拿,,064-747-5358,,星期三休息,https://api.visitjeju.net/photomng/imgpath/201902/26/0bc9944b-2b5a-4503-9631-a7cbd6dd7615.jpg,,,
1781,加温解,济州特别自治道西归浦市安德面仓川里777-18,# 茶屋#茶#酵素茶#屎蒿茶#糙米茶#奥迪茶#木瓜茶#酵素,064-739-7717,,,https://api.visitjeju.net/photomng/imgpath/201809/17/c33d70ed-40a7-48f2-ad81-115881956120.jpg,,,
1782,刀鱼咖啡屋,济州西归浦市中文观光路31,#咖啡厅#刀鱼面包#刀鱼派#冰淇淋#甜点,,,,https://api.visitjeju.net/photomng/imgpath/201804/30/3caf5529-f501-465d-b02a-19c0139775a9.jpg,,,位于西归浦市中文观光园区交叉路的带鱼咖啡屋是带有真正带带刀鱼肉的带鱼面包和带刀鱼派的特色甜点咖啡。简单地说卷鱼形状的面包不是豆沙而是含有刀鱼脯的鲫鱼饼。刀鱼脯直接加工把腥味捏好了不必太担心。在刀鱼的头上放上冰淇淋和干柑桔吃。冰淇淋可以和面包一起吃也可以放在一起的容器里舀着吃。但是在此之前不要错过与带鱼面包壁画一起拍摄的认证照。除了带鱼面包之外带鱼派也很有名一起尝试一下吧。 点菜到面包完成为止大约需要4分钟左右所以可以一边观看一边开心地等待。​​​​​
1783,柿子树屋,济州特别自治道济州市梧南路一二,#猪排骨#牛排汤#韩食,064-722-8292,,,https://api.visitjeju.net/photomng/imgpath/201804/30/92a6ed6c-292a-47dd-af10-510a1fa0709b.jpg,,,位于济州综合体育场附近的餐厅菜单猪排和一口就能感受到健康味道的牛排汤都具备了这家餐厅的特色美食餐桌不仅是家庭还适合各种聚会。以低廉的价格提供优质食品被指定为优质服务店及模范饭店。
1784,减产我们,济州特别自治道西归浦市安德面甘山里1498-2,#本地餐厅#韩餐#黑猪#烤玉돔,064-794-6470,,每周日休息,https://api.visitjeju.net/photomng/imgpath/201807/18/e2435bfa-0557-44c9-a838-c11b44ca5793.jpg,,,
1785,甜点咖啡馆,济州特别自治道西归浦市大静邑东日里2920-2,#咖啡#三明治#甜点#照片仓库#画廊,064-794-5929,,周一休息/保留哺乳室,https://api.visitjeju.net/photomng/imgpath/201904/23/f9c9185e-8c1d-4c15-a407-ce6574f1f740.jpg,,,
1786,江汀海女之家,济州特别自治道西归浦市江汀洞 4964,#刀削面#蟹盖饭#生鱼片#生鱼片#生鱼片#生鱼片#生鱼片,(+82)-739-0772,,全年无休,https://api.visitjeju.net/photomng/imgpath/201804/30/d95f1f77-7519-4cb3-bd2c-341d4bf70946.jpg,,,不同季节的海产品味道各异可品尝到不同季节海产品的地方江汀海女之家是奥莱路7号路线附近的餐厅位于江汀浦口对面。室内外有桌子根据季节使用露天桌可以在绿色的江汀海前面用餐。菜单根据时令食材的不同而有所不同在盛蟹季节的夏天盛蟹刀切面和盛蟹盖饭很受欢迎。특히 성게 칼국수는 국물에서 진한 바다 향기를 느낄 수 있어 올레코스를 걷는 올레꾼들이 많이 찾는 메뉴이다.在厨房用生鱼片制作的生鱼片盖饭也很受欢迎但是可以订2人以上。这里有一人或两人以上可以订购的菜单订购前最好先确认一下。除了主菜单以外基本菜肴也能够感受到济州岛特有的干净朴素的味道。走在偶来路上感到疲惫的话夏天喝凉快的生鱼片冬天吃热乎乎的生鱼片面休息一会儿也行。这里和鲍鱼粥一起用螃蟹磨成的坑儿粥也很有名如果想知道味道不妨尝尝。​​​​​​​​​​​​​​​​​
1787,Gallery & Cafe Corpang,济州特别自治道济州市翰林邑金陵南路15,#画廊咖啡#咖啡#咖啡,070-4417-3181,,,https://api.visitjeju.net/photomng/imgpath/201804/30/c93e4e3e-661d-469f-a7e0-91408296e52f.jpg,,,免费观看照片并展示多数照片。 各种摄影展也在举行。周边旅游景点有翰林公园金陵海边等。
1788,海带餐馆,济州特别自治道济州市嘉宁路9,#保底汤#星蟹海带汤#星蟹面条#带鱼汤#韩食,064-724-2722,,,https://api.visitjeju.net/photomng/imgpath/201804/30/a6291e40-7000-4001-93e9-c0dee28e4759.gif,,,在济州语中海边是指海产品。 从从村里海女那里空运过来的톳海带身体做成的精致小菜到囊中盛有素福的杂粮饭既可口又可靠。盛满梭子蟹的清汤和古铜色的一种波末汤绝对是首选。
1789,마을村,济州特别自治道济州市莲洞253-4,#鲍鱼片#青花鱼片#烤玉돔#烤青花鱼#炖带鱼,064-745-9922,,第二周第四周星期日,https://api.visitjeju.net/photomng/imgpath/201804/30/4a27c5ee-731c-4d7b-9594-4462786d6687.jpg,,,据说距离济州国际机场10分钟车程的majong glad济州酒店附近的餐厅gam村是曾是特级酒店厨师长的主人朴素经营的地方。推荐食物是鲍鱼砂锅沙锅青花鱼韩式青花鱼香肠青花鱼德川蕨五花肉等。各路线都可以订购想追加菜单时也可以单个订购。​​​​​​​​​​​​​​​​​
1790,那里制酒,济州特别自治道西归浦市大静邑新道里3050,#咖啡厅#饮料#甜点#照片#纪念品,010-4645-2565,,每周二胡缪,https://api.visitjeju.net/photomng/imgpath/201901/28/688fa0ea-6081-4241-8a77-6eb262990479.jpg,,,
1791,拒绝限定式(新济州店),济州特别自治道济州市连洞 262-39,#韩食#青花鱼罐头#烤玉돔鱼#无限替换,064-744-4116,,全年无休,https://api.visitjeju.net/photomng/imgpath/201804/30/04d10315-ef73-47f5-9127-e243772748b4.jpg,,,位于可以无限量享用济州独有的食物的地方机场附近的新济州的巨富正厅是能够无限量补充食物的韩式餐厅。拒绝的正餐以青花鱼罐头和烤玉돔鱼为主轴同时推出孩子们喜欢的炸薯条和各种小菜。餐厅内桌椅宽敞里面是房间。是团体客人经常光顾的地方可容纳约200人。 另外家人之间想尽情地吃东西的时候最好能找到。虽然西归浦也有拒绝的正式分店但是和总店的菜单构成不同所以最好提前了解菜单和价格。​​​​​​​​​​​
1792,巨人庭院,济州特别自治道济州市阿罗一洞 2853-1,#艺术#画廊#室内#咖啡厅,064)702-3237,,周六和平日运营时间一样/春节中秋当天休息。,https://api.visitjeju.net/photomng/imgpath/201812/20/5852bd8e-8ae6-4e8d-8e8a-afc698f5921f.JPG,,,巨人的庭院是济州有机咖啡馆每隔15天就会在画廊展示一次。1楼是咖啡厅2楼是画廊。
1793,元江屋,济州特别自治道济州市汉拿大学路72(老衡洞),#乌冬#紫菜包饭#韩食,064-712-5181,,,https://api.visitjeju.net/photomng/imgpath/201804/30/123c1d0c-d1a4-42c3-baf5-1548b98b82db.jpg,,,利用农村直接栽培的蔬菜以低廉的价格提供新鲜食物的地方可以满足学生或图书馆使用者经常光顾的丰盛食物。
1794,层意,济州特别自治道西归浦市西烘洞364,#Bakery#咖啡厅#Cruise,064-763-0990,,周日休息,https://api.visitjeju.net/photomng/imgpath/201903/12/e4c86d8f-e88c-4fae-b13a-163e5335bcd9.JPG,,,
1795,硬鸡,济州特别自治道西归浦市西归洞 275-33,#炸鸡#炸鸡#大蒜炸鸡,064-763-8568,,全年无休/冬季 07:00 ~ 20:00,https://api.visitjeju.net/photomng/imgpath/201804/30/5a7abdb5-c7cd-4406-ada9-81a771cfff4b.jpg,,,可以品尝炸鸡和鸡精的西归浦偶来市场的京城整鸡京城整鸡位于拥有悠久历史和传统的济州岛传统市场西归浦偶来市场。由于偶来市场本身宽敞而且经常人头攒动所以只要了解偶来市场内京城通鸡的固有号码149就很容易找到。在大大的鸡肉上穿上了薄薄的油炸衣外面是酥脆的里面是湿润的鸡精和年糕一起拌在调料上。这里以炸鸡精和大蒜而著称鸡精分为辣味和温味而且根据杯子的大小制定价格因此可以根据喜好和价格进行选择。不仅是包装还可以预约所以边走边吃或在宿舍简单吃也很方便。​​​​​​​​​
1796,京珠雀窝,济州特别自治道济州市莲洞 265-3,#生鱼片##鱼片##鱼片#日食,064-747-5887,,,https://api.visitjeju.net/photomng/imgpath/201804/30/2b7a6ff5-7d59-40ad-86eb-52ad00d050c8.jpg,,,​​​
1797,高家,济州特别自治道西归浦市城山邑城山里 170-13,#乡土美食#鲍鱼粥#墨纸青花鱼罐头#鲍鱼,064-784-5559,,正常营业到18点但16点之前预约者18点以后也可以吃饭,https://api.visitjeju.net/photomng/imgpath/201804/30/7114dc91-998b-4bf9-b190-8fd4be5debaa.jpg,,,望着城山日出峰在前往济州岛乡土饮食的模范饭店——城山浦港的路上坐落在海岸道路上的高家是被指定为模范饭店的济州乡土饮食店。透过大玻璃窗眼前是一片大海后面是城山日出峰。在这里可以品尝到从鲍鱼到各种济州产海鲜的鲍鱼鲍鱼粥青花鱼罐头等代表济州的多种乡土食品因此可以直接选择含有刀鱼的炖带鱼和济州产螃蟹。内部宽敞桌数多团体也可访问。如果提前预约电话就可以方便地用餐。​​​​​​​​​​​​​​​​
1798,顾客食堂,济州特别自治道济州市二徒一洞 1436-7,#带鱼#青花鱼#韩食,064-727-3002,,星期三休息,https://api.visitjeju.net/photomng/imgpath/201804/30/7844e47a-daa8-454f-9463-434b6c5419c1.jpg,,,位于市场一角的海鲜料理专门店济州东门传统市场中的顾客餐厅减少了顾客量身定做的餐厅使用顾客餐厅的名称。正如其名位于东门传统市场入口的顾客支援中心内使用济州产刀鱼和青花鱼的造林和烤鱼是这里的主要菜单。早餐可以吃饭时间人多可能需要等待。位于距离济州国际机场15分钟的地方在前往观光地之前很容易用餐用餐前后还可以在东门传统市场低价购买纪念品。​​​​​​​​​​​​​​​​​​​​​​​​​
