指数,名,地址,#标签,电话号码,网站,小时/休息日,图片,入场费,停车设施,介绍
1238,芦洞里古坟群 (文化遗产),庆尚北道庆州市芦洞洞261,# 了解史迹#庆州文物#新罗时代#适合散步的地方#星星闪耀的夜晚#哥哥和#徒步旅行#孩子值得去的地方#孩子值得去的地方#,054) 779-6102~5 (庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/3C91137C3B864A1C9FEF33CF0A1D3D2D.jpg,,,位于庆州中心地带芦洞洞一带的高新罗时代的坟墓包括凤凰台食里冢金灵冢等。
1239,高山书院(书院),庆尚北道安东市南後面岩山一街53-1(南後面),#安东文化财产# 珍贵的我们文化#了解朝鲜时代,054) 859-6656,http://www.tourandong.com/public/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151013/AB23DC0D41324F0CB930916354DC6047.png,,,该书院是一座古山书院以悼念18世纪儒学家文景公大山李尚靖先生。 1789年(正祖13年)以士林公义建成。 先生二十五岁及第经多职官职被除名公助参议但辞任继承退溪学统研究性理学同时培养后进仅先生文人录收录的弟子就有二十七。
1240,莲洞渔村体验村(体验),庆尚北道庆州市甘浦邑莲洞街38-1,#8月值得一去的地方#孩子和#教科书体验旅行#庆州值得一去的地方,054-776-0129,http://yundong2.cafe24.com/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20160708/904232EA55BA421783E27B856752BB53.jpg,,,平地占大部分地区的典型村村村半渔半农西面是山裹和村子东边相邻东海海岸的东海大海与此相反深水的海域是庆州地区水深浅沿岸200至500米处水深2米以下各种鱼类都分布着养殖业及钓鱼等的利用的良好的地区海洋体验活动等浮潜要在适当。
1241,镇坪王陵(文化遗产),庆州市普门洞608号,#庆州文化财产#历史遗迹#了解新罗时代#镇坪王陵#新罗#家人之间#恋人之间#好去处#历史学习,054) 779-6102~5 (庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/3B59B38D3B704C14A25D34FB25D85916.jpg,,,这是位于庆尚北道庆州市普门洞的新罗第26代镇平王的坟墓。 1969年8月27日被指定为大韩民国史迹第180号。 这是一座圆形封土墓高7.9米直径36.4米。
1242,迎日满温泉(休养地),庆尚北道浦项市南区大松面云堤路386号街,# 浦项旅行#温泉旅行#适合登山的地方#家庭旅行,迎日湾温泉 054-285-0101,http://phtour.pohang.go.kr/phtour,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150901/074F485335EB457EB95A5B0CB56F6318.jpg,,,据说永一湾温泉的所在地自古以来就被称为温井斋王鱼谷窑谷传说这里曾冒出了温水。 1974年进行石油勘探时随着永一湾一带地热被确认为全国最高1988年(株)永一湾温泉开始着手开发正在建设大规模的温泉休养地。
1243,花吉韩服(韩服大女)(体验),庆尚北道庆州市鲍石路一零九二号街 62-4 (黄南洞),#京珠约会#大陵原韩服,070-4795-4799,http://kkotgilhanbok.modoo.at/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20170801/67E59FE000334A0CA5AE03F2052620BA.jpg,,,
1244,Apple Tree酒店[优秀住宿设施 Good Stay](酒店),庆尚北道浦项市南区上道洞603-7,#浦项巴士终点站周边#浦项巴士终点站周边住宿#两人一起#友谊旅行#浦项住宿,054-241-1234,http://appletreehotels.com/pohang/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150831/DDD561B05C6540A789510B09DCACE0A8.jpg,,,位于庆尚北道浦项市的Appletree酒店具备完善的商务区免费提供早餐。九龙浦和虎尾串很近冬季九龙浦的贯目非常有名。 浦项汽车站距离徒步5分钟。
1245,燕山温泉公园(宝镜寺温泉酒店),庆尚北道浦项市北区松罗面甫庆路516,,054-262-5200,http://www.yeonsanspa.co.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20170406/BD87383C7E954DA596A64830E8A792CC.jpg,,,
1246,圣人峰(山),庆尚北道郁陵郡郁陵邑道洞里山39,#郁陵岛旅行#适合登山的地方#视野好的地方#天然纪念物,文化旅游体育课 054-790-6392 道洞旅游咨询处 054-790-6454,http://www.ulleung.go.kr/tour/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150903/6B5D5439B850461C986FD10969967B7D.jpg,,,山形似圣人圣人峰。 平均每年在雾中堆积300天以上增加神秘感山顶祭坛一般的岩石上都有将军脚印。 此脚印为左脚相传本土某处有右脚脚印。
1247,长角瀑布(山),庆尚北道尚州市化北面上梧里,# 常州旅行#适合登山的地方#电视剧拍摄地#俗离山#国立公园,054) 533-1300,http://www.sangju.go.kr/tour/main/main.jsp?code=TOUR_PLACE_5_1&home_url=tour,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/26B24387FF074384B393E93718E85514.jpg,,,从俗离山最高峰天皇峰开始的溪水蜿蜒流淌在长角洞溪谷。 有一个瀑布顺着6米高的悬崖坠落这里就是长角瀑布。 瀑布上的奇岩上立着金兰亭周围是古老的松林更显灵气。
1248,五井山(山),庆尚北道闻庆市虎溪面别岩里,#登山#风能园区#闻庆大学,054-550-6394,http://www.koreasanha.net/san/ojeong.htm,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151020/B734C7BC7F9B4002ACB2EBCFEB73358A.jpg,,,(m烏井山804.9)-全年雨量的正午:1020(80厘米的积雪量:)-水木:mm蒙古栎松有优点大叶梣栓皮栎延伸产品则是正午的一位从대미산根支那虎溪面운달산麻城面和警觉长长地伸中的庆北八景最好用力진남교반的大山。
1249,吐含山 (庆州国立公园佛国寺路线)(山),庆尚北道庆州市真贤洞,#庆州旅行#适合登山的地方##怀着虔诚的心#治愈旅行#前景好的地方#日出好地方#涌太阳啊#以前是怎么生活的#国立公园,054-774-7615 (庆州国立公园吐含山分所),http://gyeongju.knps.or.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150729/52846F11061642F8BE159493B51A158B.jpg,,,围绕庆州东侧的吐含山高745米是庆州继单石山之后第二大高山。 灵山是新罗人魂牵梦绕的灵山又名东岳是新罗5名山之一自古以来就是佛教圣地整座山看起来就像一个遗址有很多文物和遗迹。
1250,东岳寺(醴泉),庆尚北道醴泉郡醴泉邑东本里三里,#艺川旅行#怀着虔诚的心,054-652-1212,http://tour.ycg.kr/open.content/ko/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150903/8E30076DCC7E4A8BB4EA00020017EBDF.jpg,,,东岳寺是位于醴泉郡醴泉邑东本里冷井山下的韩国佛教太古宗寺庙。 东岳寺位于南北横跨醴泉邑内的汉川街。 在从醴泉IC进入邑内的路口东本桥之前如果向醴泉温泉方向右转距离此处不足100米在右侧路边看到写有东岳寺的大幅标志石后就进入了东岳寺。
1251,巨蟹宗家(韩食海物流),庆尚北道盈德郡江口面江口大蟹街21(江口面),#盈德旅行#盈德美食店#大蟹店#江口港周边#江口港周边美食店#团体旅游#徒步旅行,054-733-3838,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/742CD3D8BD8C4CBF80D03A523870BDE9.jpg,,,220席
1252,庆山酒店粉饼(粉饼),庆尚北道庆山市南川面侠石里547,#庆山住宿#适合登山的地方,010-3741-3278,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150911/D38BD88D2C2241DC89D551B99172B41F.png,,,景山酒店旅馆旅馆自信满满地向前来休息的所有人介绍舒适温馨整洁的客房随时都能享受的周边环境等。为饱受都市日常生活折磨或感到疲惫的人们提供舒适的休息空间。 和相爱的人一起创造珍贵美好的回忆吧!来过的人一定会尽全力成为谁都想再次光顾的地方。
1253,英教堂(Guest House),庆尚北道庆州市外东邑新溪上新吉77(旧.新溪里296),#韩屋居家#庆州住宿#庆州宿舍#庆州韩屋,010-3123-3387,http://cafe.naver.com/hanokgh,,http://tour.gb.go.kr/upload2/tour/content/thumb/20161028/7C9ED9A0E2824EEC9F81F15D5B101818.jpg,,,
1254,特色美食会餐厅(韩食海物流),庆尚北道盈德郡柄谷面白石路255,# 盈德旅行#盈德美食店#大闸蟹美食店#沿海公路周边,054-732-1140,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/532086E9018D4A9FAF42916F8B63EF62.jpg,,,48席
1255,中央食堂(韩式肉类),军威郡友保面梨花三街1,# 军威旅行#军威美食店#肉熟了,054-382-6162,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151003/18F9062204094691AAFD33ECF8941EFE.jpg,,,
1256,淸道川(江),庆尚北道清道郡华阳邑东川里,# 青岛旅行# 鱼咬年糕 #治愈旅行#春花游戏,054-370-6114,http://www.cheongdo.go.kr/open.content/tour/?hl=ko,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151021/F8F3B62F93FB4DE8B5EEFEB3EE7BE85E.jpg,,,始于琵瑟山的清道川因每年3月初在伊西七星里举行的清道所斗大会而成为全国众多人喜爱的景点。 此外清道邑有清道川高水府址坐落于军民休憩空间每逢假日或夏季很多人都会来这里钓鱼享受悠闲时光。
1257,松丸(普通韩餐),庆尚北道星州郡修伦面德云路一三50솔마루,#星洲旅行#星洲美食店#汤#气韵正旺的小吃#棉钵呼噜录,054-931-0519 010-3527-3479,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/6D0AD3FC98A6401FA829B2D4A91A820C.jpg,,,五十席
1258,秋任赛(普通韩餐),庆尚北道安东市丰川面河回里275,#安东旅行#安东美食店#安东干青花鱼#充满生机的小吃#河回村周边#河回村周边小吃店,054-853-4001~2 / 010-4762-4007,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/CB0F0439D4E14E67ABAE60AF801A59A2.jpg,,,350席
1259,蔚山小卖部(普通韩餐),庆尚北道清道郡云门面云门寺街127,# 青岛旅行#青岛美食店#用左手做拌饭#棉花拌饭#棉花糖葫芦录,054-373-0568,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151012/1D90781D2EE644B4A0F4BE193586D37D.png,,,
1260,酱缸台(普通韩餐),庆尚北道庆州市马洞564,#庆州旅行#庆州美食店,054-777-5557,http://jangdd.co.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150731/B421F5A83CB34FD1A50F45EC4BB62CB0.jpg,,,150席
1261,闻庆鸟岭山沟(普通韩餐),庆尚北道闻庆市闻庆邑新才路920(闻庆邑),#闻庆旅行#闻庆美食店#闻庆新材周边#闻庆新材周边美食店#适合登山的地方#团体旅游,054-571-8899,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/CA41755FFE1241A6A8D87A6A1E0AE673.jpg,,,300个宴席齐全
1262,花本站(旅游景点),庆尚北道军威郡山城面山城佳音路711-9华本站,,054-382-7788,http://www.gunwi.go.kr/fun/tour/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20170919/F2442CB866E04FB1A98CAC507B0CB04D.jpg,,,
1263,白条韩式高秋(普通韩式),庆尚北道蔚珍郡温井面白岩温泉路一二八一(温井面),# 蔚珍旅行# 蔚珍美食店#白岩温泉周边#白岩温泉周边美食店#汤,054-787-2949 3400 / 010-3524-2949,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/57F83B8DFA434219B914F08666BB6A6D.jpg,,,80多席
1264,鲜卑村(体验),庆尚北道荣州市顺兴面小白路2796,#永州旅行#2天1夜#家庭旅行#适合孩子行走的地方#孩子体验学习#小修书院#unicbene#书生故事旅游卡,054-638-6445,http://www.sunbichon.net,,http://tour.gb.go.kr/upload2/tour/content/thumb/20171227/0462CC967CC7436DB5EE703E567EBBF6.jpg,,,
1265,望德寺址(观光地),庆尚北道庆州市排盘洞956,#庆州文化遗产#史迹#了解统一新罗时代#徒步旅行,054) 779-6102~5 (庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/index.html,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150729/FDBD482F6C8044129F4DB351FC1C9AC1.jpg,,,据《三国史记》记载新文王四年(684年)夏天完成位于四川王寺址对面。 唐军入侵时修建了泗川王祠用秘法击退后唐派使臣前往了解事实。 不见四天王事卒改建新望德寺骗人。  为了化解唐朝皇帝的怒火我们建造一座寺庙以祈求荒诞万寿的假名欺骗党史以战胜祖国危难的新罗人的智慧和护国之魂。 车站面积为24261平方米(7352坪)。  据《三国史记》记载延赫(有来)望德寺是新罗新文王5年(685)4月首次建立的。
1266,安东石冰库(文化遗产),庆尚北道安东市民俗村街13,#安东旅行#了解朝鲜时代#宝物,054) 856-3013 840-6591 (安东市政府旅游咨询),http://www.tourandong.com/public/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151005/5BD481203F1B4C0BB3B533199ED3A91B.jpg,,,石冰库是一座石砌成的仓库用来储存冰块。 特别是该石冰库是为了将在洛东江捕捞的银鱼放在国王手中而建成的建于朝鲜英祖13年(1737年)。 形态向东向东向西向北向北长卧在东江岸边的宽阔土地上入口特别偏北。
1267,鲍石亭(文化遗产),庆尚北道庆州市南山循环路816(背洞),#庆州旅行#私迹#了解统一新罗时代#适合登山的地方#庆州南山周边#西南山#秋季旅行#短风名所#10月免费入场,054-745-8484 (售票处),http://guide.gyeongju.go.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151010/267C4ECA920343CCBA40541F34734837.jpg,,,鲍石亭是国王可以一边喝酒一边享受的别宫之一但建筑已经消失只剩下干鲍鱼模样的石臼据推测是统一新罗时代建造的。
1268,孝恭王陵(文化遗产),庆尚北道庆州市长在街54-26(背盘洞),#庆州旅行#事迹#了解高丽时代,054) 779-6102~5 (庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/index.html,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150731/D8F563A99E4A4F54A62854C3F7D1E1E2.jpg,,,圆形土盆在封土下面隐约可见自然石据推测这是与武烈王陵性格相同的围石的一部分。
1269,天冠寺址(文化遗产),庆尚北道庆州市校洞245-2,#庆州文物#史迹#了解统一新罗时代,054) 779-6102~5 (庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/FDEDF02A4D9E470C971E10BDD53504B7.jpg,,,作为都堂山西麓稻田中间的寺庙现在只剩下石材和瓦片。 统一新罗时期的金庾信和千贯的故事被传为佳话。
1270,庆州路西里古坟群 (文化遗产),庆尚北道庆州市凤凰路五一号街,#庆州旅行#庆州文化财产#历史遗迹#适合散步的地方#哥哥和#徒步旅行#孩子值得去的地方#和孩子去的地方#星星点点的夜晚#新罗时代,054) 779-6102~5 (庆州市厅文化财科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/4EE0EA6017BF498C873F2692E4B13115.jpg,,,位于庆州市西北方向老西洞一带的新罗墓群中现存大大小小的坟墓1余座。 其中位于最北边的第13号坟墓与芦洞古坟群的凤凰台形成对称被称为西峰皇台。
1271,临河水库(江),庆尚北道安东市临河面,#安东旅行#孩子值得去的地方#孩子值得去的地方#好去的地方,054) 852-6800 (庆北综合旅游咨询处),http://kwater.or.kr/main.do?s_mid=1,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/8B8F89D3336546AE9F3B963C7A2D1EDC.jpg,,,位于洛东江上游的临哈达木积坝于1993年完工为洛东江流域及附近地区供应497万立方米各种用水通过调节洪水量减轻灾害每年可生产96.7万千瓦时的电力。
1272,dudle村(体验),庆尚北道英阳郡石保面斗德村路62(石保面),#营养旅行#孩子体验学习#2天1夜#适合散步的地方#外氏伯仙路#韩屋寄宿#教科书体验旅行#张桂香#李文烈#,054-680-6101,http://www.dudle.co.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151029/FC455D27766842FE9EE4A02CE476807C.jpg,,,杜德尔村是朝鲜时代光济院的所在地。 据说是位于杜德尔的原村因此被称为原都原理。 1640年石溪李始明先生愧对丙子胡乱国耻开始仕途进入这里开拓从此成为宰宁的集城村。 村旁的屯德上留有石溪先生的私塾——石川书堂和石溪古宅在流经村前的花梅川边的岩石上刻着石溪先生四子的铜带落。 这里有传统韩屋体验馆张桂香先生的饮食迪美坊体验馆矿山文学研究所的礼仪馆等。
1273,兴夫涅托种韩方米肠(韩食肉类),庆北醴泉郡龙宫路134(龙宫面),#龙宫巡大#回龙浦周边,054-653-6220,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151105/1C37718AD3A14841A8644870BF01A08C.jpg,,,40席
1274,市场肉食食堂(韩食肉类),庆尚北道浦项市北区清河面美南里383-5,# 浦项旅行# 浦项美食店#肉熟了#猪肉,054-232-2670,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151005/9EF42E7154464A7A9D689066B83D6935.jpg,,,
1275,世印陶艺研究所(体验),庆尚北道庆州市河东工艺村街29号河东201号 (河东),#庆州体验#陶艺体验#爱浪,054-746-0181,http://www.crezone.net/?resource=%EC%84%B8%EC%9D%B8%EB%8F%84%EC%98%88-%EC%97%B0%EA%B5%AC%EC%86%8C,,http://tour.gb.go.kr/upload2/tour/content/thumb/20170407/168D5204C9D5469DA6773EA14F7E80CF.jpg,,,世仁陶艺研究所是庆州民俗工艺村奇东奎作家的陶艺研究所。经常展示奇东奎作家的作品运营唤醒创造力的陶艺体验项目。
