여행지이름,주소,태그,전화번호,홈페이지,영업일,OVERVIEW
500. 금산 보리암(남해),경상남도 남해군 상주면 보리암로 665,#가족여행#관광지#금산보리암#불교#불교문화#사찰#사찰&산사#사찰여행#아이와함께#역사#역사유적지#자연좋은곳#전망좋은곳#전통&역사문화체험#전통사찰#종교#친구와함께#템플스테이#한국불교,보리암 055-862-6115,남해 문화관광 <a href="http://tour.namhae.go.kr" target="_blank" title="남해 문화관광 사이트로 이동">http://tour.namhae.go.kr</a>,연중개방,소금강 또는 남해금강이라 불리는 삼남 제일의 명산. 금산(704m)은 한려해상국립공원의 유일한 산악공원으로 온통 기암괴석들로 뒤덮인 38경이 절경을 이루고 있다. 신라 원효대사가 이 산에 보광사를 짓고 보광산이라 불러왔는데  조선 태조 이성계가 젊은 시절 이 산에서 백일기도 끝에 조선왕조를 개국하게 되자 영세불망의 영산이라 하여 온 산을 비단으로 두른다는 뜻으로 금산으로 이름을 바꿨다고 한다. 정상에는 강화도 보문사  낙산사 홍련암과 더불어 우리나라 3대 기도처의 하나인 보리암이 있으며  불타오르는 여명이 바다에서 솟구쳐 오르는 금산의 일출은 3년동안 덕을 쌓아 볼수 있다하며 그 장엄함이 이루 말로 표현할 수 없는 환희를 가져다 준다.[출처 : 남해 문화관광]
501. 제주문화원,제주특별자치도 제주시 중앙로 2,#관광지#문화시설,제주문화원 064-722-0203,제주문화원 <a href="http://jejucc.kr/" target="_blank" title="새창 : 제주문화원 홈페이지로 이동">http://jejucc.kr/</a>,토요일, 일요일, 공휴일,제주문화원은 향토사료발간  지역문화행사 및 어르신문화학교 등 기타 사업을 운영하고 있다.
502. 무주해바라기펜션호스텔 [한국관광 품질인증/Korea Quality],전라북도 무주군 설천면 구천동1로 129-15,#무주추천숙소#무주해바라기펜션호스텔#숙박#숙소#전북추천숙소#추천숙박#한국관광품질인증#한국관광품질인증업소,010-6533-3631 & 063-322-9987,<a href="http://www.mujusun.com" target="_blank" title="새창 :  무주해바라기펜션호스텔 홈페이지로 이동">http://www.mujusun.com</a>,, 무주해바라기펜션호스텔은 무주구천동 관광단지 안에 자리한 가족형 휴양 펜션이다. 무주의 아름답고 웅장한 풍경을 감상하고 구천동계곡의 청정한 자연 속에서 힐링하기에 더없이 좋다. 특히 무주해바라기펜션호스텔은 수량이 풍부한 계곡과 바로 접해 있는 데다 관광단지 내에서 가장 상류에 자리한 덕분에 산 좋고 물 맑은 고장의 혜택을 고스란히 받고 있다. 여름철 물놀이는 물론 투숙객이 이용할 수 있도록 계곡 가까이에 데크를 설치해 봄  가을에도 계곡의 풍경을 즐기며 편안한 시간을 보내기 좋다.  펜션 이용객에게 제공하는 약초차는 펜션 주인이 직접 산에서 채취한 산약초를 정성껏 덖어 만든 것으로 무료로 맛볼 수 있다. 셀프로 조식을 해결할 수 있도록 마련한 카페에서는 약초차 외에 커피  토스트  달걀프라이로 간단한 아침식사를 할 수 있다.  객실 이름은 해바라기  초롱꽃  수선화  라벤더  체리꽃 등 꽃에서 가져와 머무는 사람의 마음을 푸근하게 한다. 객실은 모두 온돌로 구성되어 있고  깔끔하게 라벤더 컬러로 마감해 편안한 분위기를 느낄 수 있다. 
503. 세계꽃식물원,충청남도 아산시 도고면 아산만로 37-37,#관광지#데이트코스#미세먼지_피하는_실내여행#생태관광#세계꽃식물원#수목원#연인과함께#연중무휴#자연#자연좋은곳#전시#축제#충청권#힐링,세계꽃식물원 041-544-0746~7,세계꽃식물원 <a href="http://liaf.kr" target="_blank" title="새창: 세계꽃식물원 홈페이지로 이동">http://liaf.kr</a>,연중무휴,2004년 3월  농민조합원 등으로 구성된 영농 조합 법인이 네덜란드식 가든 센터를 본떠 조성한 곳이다. 세계적으로 유명한 원예종 식물들을 연중 소개하고 3 000여 종의 꽃과 식물이 8천 평의 유리온실에 전시되고 있다. 매년 다양한 꽃을 주제로 축제도 열리는데  1~2월에는 겨울꽃 축제  3~4월에는 튤립  수선화  동백꽃 축제 등 2개월에 한 번씩 주제가 바뀐다. 예쁜 꽃과 잎으로 손수건을 디자인하거나 분갈이 체험도 할 수 있다.* 규모1) 부지 면적 - 총 부지 5.4㏊  온실 2.8㏊  실내식물원 1.8㏊2) 전시관 조성 - 세계 유명 꽃 1 000여 종  생태연못 등
504. 주한영국문화원,서울특별시 중구 서소문로11길 19,#관광지#다문화#문화시설#문화행사#수도권#주한영국문화원#체험학습,주한영국문화원 02-3702-0601,주한영국문화원 <a href="http://www.britishcouncil.or.kr" target="_blank" title="새창 : 주한영국문화원 홈페이지로 이동">http://www.britishcouncil.org</a>,토/일/공휴일/영국문화원 지정 휴무일,영국문화원은 교육  문화  과학기술 분야에서의 대외협력을 위한 영국정부의 공식기관의 역할을 수행하는 비영리 기관으로 1973년 8월 서울에 설립되어  영국유학안내  어학센터  각종 영국 시험 운영 등의 서비스 및 문화예술  과학기술  영어교육 및 교육 전반에 대한 다양한 프로젝트와 교류 프로그램을 제공하고 있다.
505. 호텔엔젤[한국관광 품질인증/Korea Quality],부산광역시 부산진구 중앙대로692번길 46-7,#부산숙소#부산추천숙소#숙박#숙소#우수숙소#인증숙소#추천숙박#한국관광품질인증#한국관광품질인증업소#호텔엔젤,051-802-8223,<a href="http://angelhotel.fortour.kr" target="_blank" title="새창 : 엔젤호텔 홈페이지로 이동">http://angelhotel.fortour.kr</a>,, 부산진구 서면역 부근에 위치한 엔젤호텔은 1982년부터 운영된 고풍스러운 숙박시설이다. 1층 로비 복도의 인테리어가 당대의 분위기를 잘 나타낸다. 지상 9층 규모의 총 61개의 객실을 갖췄다. 월풀 욕조를 갖춘 화장실 겸 욕실은 오랜 세월이 묻어나지만 무척 현대적이다. 시내 번화가에 위치해 주변 관광지의 이동이 용이하며 부산지하철의 중심이라 할 수 있는 서면역이 도보 10분 거리에 있다. 또한 부산지하철 2호선 전포역은 5분 거리에 있는데 뉴욕타임즈가 선정한 ‘2017년 올해 꼭 가봐야 할 여행지’인 전포카페거리도 매우 가깝다. 서면 젊음의 거리와 롯데백화점  NC백화점이 주변에 있어 볼거리  먹을거리  쇼핑을 즐길 수 있다. 
506. 늘찬마루,울산광역시 남구 삼산로30번길 11-1,#경상권#늘찬마루#맛집#울산맛집#음식#한식,052-256-2552,,일요일,오리는 육류 중 특이한 알카리성 식품으로 몸의 산성화를 막아주는 역할 이외에 노화 방지 효과로 피부에 탄력을 주어 특히 여성의 아름다움과 노약자의 건강에 유익하며 우수한 스테미너 식품이다. 불포화 지방산 함량이 높고 필수 아미노산과 각종 비타민 양질의 단백질이 풍부하여 지구력을 향상시키고 집중력 저하를 막으며 만성피로를 몰아내는데 효과가 매우 높다.
507. 표선 해비치 해변,제주특별자치도 서귀포시 표선면 민속해안로,#관광지#바다풍경#연인과함께#자연#표선해비치해변#휴양여행#힐링#힐링여행,제주관광정보센터 064-740-6000,제주 문화관광 <a href="http://www.visitjeju.net/" target="_blank" title="새창 : 제주 문화관광 사이트로 이동">http://www.visitjeju.net/</a>,,서귀포시 표선면 표선리에 위치한 표선해수욕장은 총 면적 158 678m²(48 000여 평)의 해수욕장으로  백사장 길이 200m  폭 800m  수심 1m 내외이다. 썰물 때에는 원형의 백사장을 이루고  밀물 때에는 수심 1m 내외의 원형 호수처럼 되어 때에 따라 다른 분위기를 느낄 수 있으며 물이 빠진 단단한 백사장은 아이들이 놀기에도 알맞은 곳이다. 정면으로 볼 수 있는 일출이 유명하며  백사장 모래는 조개껍데기가루로 형성된 것인데 신경통으로 고생하는 사람들이 모래찜질을 하면 특효를 보는 것으로 알려져 있다. 매년 8월이면 천혜의 아름다운 표선백사장을 소재로 다양한 프로그램과 알찬 내용이 담긴 표선해변백사대축제가 개최되고 있다. 편의시설로는 야영장  주차장  탈의장  샤워장이 있으며 인근에 성읍민속마을과 제주민속촌이 있다.
508. 신양 섭지코지해변,제주특별자치도 서귀포시 성산읍 섭지코지로 88,#가족여행#관광지#바다풍경#신양섭지코지해변#아이와함께#여름방학가볼만한곳#여름여행#여름휴가#연인과함께#자연#친구와함께#피서여행,제주관광정보센터 064-740-6000,제주 문화관광 <a href="http://www.visitjeju.net/" target="_blank" title="새창 : 제주 문화관광 사이트로 이동">http://www.visitjeju.net/</a>,,신양해수욕장은 널리 알려지지 않은 편이어서 때묻지 않은 자연의 아름다움을 그대로 간직하고 있다. 둥그런 초승달 같은 반원형의 이 해수욕장은 백사장의 길이가 300m에 너비가 80m쯤 된다. 평균수심 1m  경사도 5도 정도로서 파도가 잔잔하고 아늑해서 어린이와 노약자들이 안심하고 해수욕을 즐길 수 있다. 또한 백사장은 돌  자갈이 거의 없는 대신에 가늘고 고운 연갈색의 모래가 깔려 있다. 마을과 떨어져 있어서 한가롭고 조용한 분위기를 즐기고픈 사람들에게 권할만한 피서지이다. 또한 윈드서핑 장소가 바로 인접해 있으며  주변에 성산일출봉  섭지코지 등의 이름난 관광명소가 있다.
509. 아르반호텔[한국관광 품질인증/Korea Quality],부산광역시 부산진구 중앙대로691번길 32,#부산숙소#부산추천숙소#숙박#숙소#아르반호텔#우수숙소#인증숙소#추천숙박#한국관광품질인증#한국관광품질인증업소,051-805-9901,<a href="http://www.arbanhotel.com" target="_blank" title="새창 : 아르반호텔 홈페이지로 이동">http://www.arbanhotel.com</a>,, [한국관광품질인증 프리미어 등급] 부산 부산진구 중앙대로에 자리한 아르반 호텔은 도심 속 고급 호텔이다. 외부에서는 상상할 수 없는 현대적이고 세련된 인테리어로 꾸며졌다. 슈페리얼  디럭스  프리미엄  주니어스위트  로얄스위트 등 총 94개의 객실을 갖추고 약 200여 명이 이용 가능한 규모를 자랑한다. 주)에이스침대와의 연계로 모든 객실에 에이스침대가 설치됐다. 조식 및 간단한 식음료를 제공하는 레스토랑과 옥상 정원이 13층 로비 안내데스크 맞은편에 자리한다. 소나무가 여럿 심어진 정원에 불이 켜지면 13층이라는 층수가 생각나지 않을 만큼 아름다운 야경이 펼쳐진다. 부산 지하철 1  2호선 서면역에서 도보 5분 거리에 있어 도보여행에 편리하며  지하 주차장 역시 잘 마련되어 차량 이용에도 용이하다. 
510. 함덕 서우봉 해변 (함덕해수욕장),제주특별자치도 제주시 조천읍 조함해안로,#가족여행#관광지#바다풍경#아이와함께#여름방학가볼만한곳#여름여행#여름휴가#연인과함께#자연#친구와함께#피서여행#함덕서우봉해변,제주관광정보센터 064-740-6000,비짓제주 <a title="새창 : 제주 문화관광 홈페이지로 이동" href="http://www.visitjeju.net/" target="_blank">http://www.visitjeju.net/</a>,,* 매혹적인 비취빛 산호바다  ‘카약’타고 노닐다 *제주 시외버스터미널에서 동쪽 약 14km 지점에 있으며  동회선일주도로(12번국도)변에 위치해 있어 교통이 매우 편리하다. 수심이 아주 얕고 경사가 완만하여 아이들과 함께 해수욕을 하기에 적합하며  바다가 얕아지면서 형성된 하얀 패사층은 마치 산호 바다와 같이 맑은 바닷물을 더욱더 빛나게 만든다. 하얗게 눈부신 모래밭과 맑은 에메랄드빛 바다  그리고 검은 현무암 위에 가로 놓여진 아치형 구름다리  빨간 등대 등이 한데 어울려 아름다운 풍광을 연출한다. 함덕해수욕장은 특이하게도 백사장 한가운데가 튀어 나와 마치 하트의 형상을 띄고 있기 때문에 동서의 어느 쪽에서 바람이 불어도 반대쪽 바다는 잔잔하기 때문에 항시 카약을 즐기기에 안성맞춤인 국내의 유일한 해수욕장이다. 해수욕장 동쪽 2km 거리에는 북촌낚시터가 있으며  함덕리에는 수박단지가 있다.
511. 삼양 검은모래해변,제주특별자치도 제주시 서흘길,#가족여행#관광지#나들이#데이트코스#바다풍경#삼양검은모래해변#섬여행#아이와함께#연인과함께#자연#자연좋은곳#제주권#체험학습#친구와함께#힐링,제주관광정보센터 064-740-6000,제주 문화관광 <a href="http://www.visitjeju.net/" target="_blank" title="새창 : 제주 문화관광 사이트로 이동">http://www.visitjeju.net/</a>,,삼양검은모래해변은 관광객들에게 잘 알려지지 않은 곳이어서 상대적으로 소박하며  물이 깨끗하다. 특히 반짝이는 검은 모래가 특색이다. 이 모래는 신경통과 비만에 좋다고 알려지고 있는데  매년 여름마다 뜨거운 모래를 덮고 찜질하는 관광객들의 모습을 심심찮게 볼 수 있다.
