이름,주소,태그,전화번호,홈페이지,운영시간,이미지,소개
829. 히로텔,대구광역시 중구 국채보상로 657-12,#대구숙소#숙박,053-421-8988,,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=b564819b-94ac-4842-ad78-b0c69e6863ab,대구 중구에 위치한 히로텔은 현대식으로 지어진 흰색 건물로 대구 중심에 위치해 있어 교통이 편리한 곳이다. 객실마다 큰 창문이 있어 채광도가 높아 쾌적한 분위기를 제공하며  벽지와 가구  침구 등이 모던한 스타일로 깔끔한 인상을 준다. 주변에 국채보상기념공원이 있어 산책하기 좋으며 백화점과 브랜드샵이 많이 쇼핑 및 문화를 즐기기에 좋다.   
830. 유로리조트,제주특별자치도 서귀포시 칠십리로285번길 19,#서귀포숙소#숙박,064-763-1003,,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=25ba21b3-a49f-459d-ad11-3331211f9263,세계 7대 자연경관에 선정된 제주특별자치도에 위치한 유로리조트는 서귀포 앞바다가 한눈에 보이는 제주 최고의 경관 속에 자리 잡고 있다. 이국적인 분위기를 느낄 수 있는 외관과 야자수들은 외국의 어딘가에 와 있는 듯 한 착각을 준다. 리조트 중앙에는 수영장이  바비큐장에서는 야외무대도 있으며 감귤을 따는 체험도 즐길 수 있다. 제주에는 한라산과 성산일출봉  올레길 등 발 길 닿는 곳이 모두 관광지이며 신선한 회와 해산물 그리고 흑돼지 등 여러 먹거리도 맛볼 수 있다. 
831. 브이모텔,부산광역시 서구 송도해변로 201,#부산숙소#숙박,051-257-2841,,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=4753948b-75ea-482b-8c0f-05085a6abb74,부산의 3대 해수욕장인 송도해수욕장에 위치한 브이모텔은 여행객들에게 편안한 휴식을 제공한다. 창밖으로 펼쳐진 남항대교의 웅장함과 푸른 바다에 펼쳐진 마치 종이배 같은 대형 선박은 그림처럼 다가온다. 생생한 도시의 모든 것을 쉽게 즐기실 수 있는 브이모텔은 해운대  광안리해수욕장  남포동  태종대  부산 아쿠아리움 등등 셀 수 없을 만큼 많은 관광지를 근거리에서 만날 수 있다. 송도해수욕장이 걸어서 5분 거리에 있으며 자갈치 시장에서 신선한 회와 곰장어를 맛보길 권한다. 
832. 아일랜드캐슬,인천광역시 옹진군 백령면 백령로 215,#숙박#옹진숙소,032-836-6700, www.islandcastle.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=e1be080f-d6cd-4a9d-b97e-a2ee364d7538,아일랜드 캐슬은 아름답고 수려한 섬 백령도 가운데에 위치한 모텔이다. 입구를 중심으로 대칭형을 이루는 건물 외관이 독특하며 건물 앞쪽의 넓은 잔디와 어우러져 휴양지와 같은 이미지를 준다. 객실 내부는 현대적인 인테리어로 깔끔하게 꾸며 놓았으며 전 객실마다 큰 창문과 발코니가 있어 채광도가 높아 쾌적한 환경을 제공한다. 부대시설로 야외 잔디장  바비큐장  야외 어린이 풀장  테니스장이 마련되어 있어 편리하게 이용할 수 있다. 주변에는 천연기념물 391호로 지정된 사곶 천연비행장이 있고  모텔 뒤편에는 등산로가 있어 가볍게 산책하기에 좋다. 예약 시 캠프파이어와 백령도 용기포 선착장까지 픽업 서비스도 가능하다 . 
833. 티파니모텔,강원도 횡성군 둔내면 고원남로 141,#숙박#횡성숙소,033-344-2274,,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=02bfa1a8-d677-488b-b070-297933bd5e97, 강원도 횡성군 둔내면에 자리하고 있는 티파니 모텔은 3층 높이의 황토색 건물로 되어 있는데 도로 가 언덕 위에 자리하고 있어 멀리 서도 쉽게 찾을 수 있다. 특히 둔내 I.C에서 약 3분 거리에 있기 때문에 교통이 매우 편리한 곳이다. 특히 인근에 현대 성우리조트가 자리하고 있어 겨울에는 스키를 즐기는 사람들이 많이 찾는 곳이기도 하다. 또한 청태산 자연휴양림  둔내 자연휴양림  주천강 등 다양한 관광지가 인접하고 있어 볼거리도 많다. 모텔 내 부대시설로 매점과 바비큐장 공동취사장 등이 갖춰져 있어 이용이 편리하다. 이곳에서 운영하고 있는 객실은 일반실과 특실이 있으며 각각 침대방과 온돌방이 있다.  
834. 하슬라아트월드,강원도 강릉시 강동면 율곡로 1441,#강릉숙소#숙박,033-644-9414 5, http://www.haslla.kr/ ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=5073a602-2e05-4f65-8311-6a7d353528b5,TV 드라마   모래시계  로 유명해진 정동진에서 승용차로 불과 5분 거리에 동해가 탁 트이게 내려다보이는 복합문화예술공원인   하슬라아트월드  가 자리 잡고 있다.   하슬라  는 고구려  신라 때 불리던 강릉의 옛 이름이다. 하슬라는 조각가 박신정(朴信正  Park Shinjung)  최옥영(崔玉泳  Choi Okyung) 부부에 의해 만들어졌으며    하슬라아트월드  와 더불어   하슬라뮤지엄호텔      하슬라 미술관  으로 구성되어 있다. 그 중  하슬라뮤지엄호텔은 타일 하나하나까지 섬세하게 작업하면서 화장실 거울과 잠금장치를 없앤 다부진 신념을 표현하는 호텔만의 컨셉을 가지고 있다. 하슬라뮤지엄호텔 24개의 전 객실은 모두 바다를 향하고 있는 환상적인 전망을 자랑한다. 포석정(鮑石亭)을 연상시키는 수로는 욕조까지 물을 채우는 데에도 운치를 더해준다. 예술작품으로 만든 호텔답게 프런트에서 조각적인 침대를 비롯한 전 객실 곳곳과 레스토랑에 이르는 모든 공간은 작가들이 직접 만든 예술작품으로 가득 차 있어  예술에 눕다 라는 말을 실감케 하였다. 또한  바다카페(Sea Cafe)   항상  이라는 이름처럼 이곳에 오면 낭만 가득한 바다와 하늘  수평선  일출과 일몰  달 뜨는 풍경을 감상할 수 있는 최고의 자연을 담은 호텔이라고 할 수 있다. 
835. 대명리조트 제주,제주특별자치도 제주시 조천읍 신북로 577,#숙박#제주숙소,064-782-8311  1588-4888,  http://www.daemyungresort.com/jj ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=ed0c716e-4c13-4274-84a3-763d26741e88,제주대명리조트는 제주공항에서 불과 20km 거리에 위치하고 있으며 국제자유도시 함덕관광지구(46만㎡)에 펼쳐지는 초대형  리조트이다. 금방이라도 바다로 뛰어들어 항해를 시작할 듯한 호화유람선을 연상시키는 제주대명리조트에서 마치 지중해의 휴양지에 온 것처럼 환상적인 휴가의 추억을 남길 수 있다. 제주대명리조트는 안락하고 편안한 객실 242실을 보유하고 있고  객실에는 다양한 설비를 갖추고 있으며  고객을 한 번 더 생각하는 서비스를 통해 편안하게 머무를 수 있도록 모든 편의를 제공하고 있다. 또한 5개의 연회장 및 세미나실을 구비하고 있으며 팜가든  스넥코너  편의점  빨래방  사우나  헬스클럽 등도 마련되어 있다. 고객 여러분의 안락한 휴식과 품위 유지를 위해 전 직원들이 항상 최선을 다하며 정성된 마음으로 다가가고자 끊임없이 노력하고 있다. 
836. 창원호텔,경상남도 창원시 성산구 중앙대로39번길 14,#숙박#창원숙소,055-283-5551, http://www.changwonhotel.co.kr/hotel/korean/index.htm ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=3666730e-1c58-4c91-9455-01dedf2f1942,창원호텔은 국제공업도시인 창원시 중앙에 위치하고 있어 도청  주요 기관  공단 등의 방문이 용이함은 물론  각종 비즈니스를 위한 최적의 장소로 창원호텔을 찾는 모든 고객에게 최고의 시설과 서비스를 제공하고 있다. 고객 맞춤 서비스를 지향하는 창원호텔은 비즈니스와 휴식을 함께 즐길 수 있도록 객실을 새롭게 단장하였다. 173개의 객실로 초고속 유  무선 인터넷은 물론 디지털 TV  고객의 취향에 맞게 선택할 수 있는 히노끼욕조와 샤워부스  객실 내 대여금고 등 다양한 객실 시스템과 사우나  피트니스룸  세탁실 무료 운영으로 차별화된 고객 맞춤 서비스가 제공된다. 또한  최대 500명을 수용할 수 있는 대형 세미나  리셉션  대형 이벤트  웨딩 등 어떤 모임에도 잘 어울리는 완벽한 장소를 제공한다. 
837. 신성리조트,제주특별자치도 서귀포시 이어도로 989,#서귀포숙소#숙박,064-739-0114,  http://www.ss-resort.co.kr/ ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=7c4a091d-bc27-4e99-ab44-46d0256e4989,신성리조트는 제주 서귀포 바다와 웅장한 한라산을 정경으로 넓은 푸른 잔디와 열대 야자수  두 개의 야외수영장을 갖춘 아름다운 리조트 휴양 시설로 모든 객실이 바다를 조망할 수 있도록 세심한 주위를 기울였다.   또한 골프  등산  바다낚시  스킨스쿠버 등 다양한 여과 활동을 위하여 신뢰 있는 제휴 업체를 통하여 편리하고 저렴한 패키지 상품을 제공함과 동시에 최고의 레저  휴식공간이 되고자 노력하고 있다.   한식당 ‘앙끄레’에서는 푸른 바다와 범섬을 바라보며 제주의 맛과 정취를 느껴볼 수 있다. ‘앙끄레’는 제주 사투리로 ‘안채’라는 뜻이다. 또 단체식당은 고품격의 인테리어가 돋보이는 아늑한 공간으로 200명이 동시에 식사를 즐길 수 있다.  세미나실은 스크린과 빔프로젝터 등 회의장비가 완비된 세미나 전용공간이며 연회장은 각종 단체 모임 및 기업연수  가족연회 등 다양한 단체 행사에 적합한 최신의 시설과 장비 등을 갖추고 있다.  범섬이 한눈에 들어오는 신성리조트의 정원인 야외가든에서는 꿈과 낭만  아름다운 추억을 만들 수 있다. 이처럼 신성리조트는 다양한 부대시설을 갖추고 있으며  고객을 한 번 더 생각하는 서비스를 통해 편안하게 머무를 수 있도록 모든 편의를 제공하고 있다. 
838. 하우트모텔,전라남도 화순군 도곡면 온천1길 18-15,#숙박#화순숙소,061-375-7779,,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=b6bc7eea-dfcb-4c38-8620-984b9327b0cd,죽림사  정암조광조선생 유배지  화순 고인돌  영백정 등의 관광지와 접하고 있는 전남 화순군 도곡면 원화리에 하우트모텔이 자리하고 있다. 전체는 6층 높이의 건물로 중앙 부분은 계단식 구조로 되어 있다. 하얀색의 외관과 중앙 부분의 붉은색 라인이 강렬한 대비를 이루고 있다. 창마다 아래에 반원형 테라스가 있는데 에어컨 실외기가 놓여 있지만 깔끔하고 전체적으로도 유럽 풍의 건물이라는 느낌을 준다. 모텔 내부에는 32개의 객실이 운영되고 있다. 6평형 일반실은 총 28개 있는데 모두 원룸형 침대방이다. 밝은 황토색의 느낌을 주는 벽과 천정의 조명 부분은 잘 조화를 이루고 있으며  격자무늬 창이 색다른 느낌을 더해준다. 가족룸은 기다란 직사각형의 형태를 하고 있는데 원형 침대와 거실 부분을 작은 벽으로 구분 지어 놓고 있다. 
839. 한화리조트 설악,강원도 속초시 미시령로2983번길 16,#속초숙소#숙박,033-630-5500, http://www.hanwharesort.co.kr/irsweb/resort2/resort/index.asp ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=92f99654-948e-41e2-84f6-00a6a9df28f7,설악산과 동해가 한자리에 어우러진 설악 한화리조트 설악 별관은 설악산의 웅장한 아름다움과 동해의 푸름  노천온천에서 즐길 수 있는 건강한 휴식과 골프의 즐거움을 누릴 수 있다. 
840. 별궁모텔,경상남도 함양군 함양읍 동위천1길 5,#숙박#함양숙소,055-963-7980,,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=ba4a396a-6459-4df8-b632-65469e443c4d,별궁모텔은 상림숲 입구에 자리하고 있으며  산림욕이 가능하다. 앞에는 개울이 흐르고  그 사이로 예쁜 다리가 놓아져 있는 편안한 안식처다. 밑에 있는 식당은 대형 숯불 갈비집으로 예약과 대형석이 가능해서 관광버스나 잔치  동창회 등이 가능하다. 상림숲과 1분 거리    용추 20분 거리  지리산 30분 거리 등 기타 주변 관광지가 많다. 
841. 척산온천휴양촌,강원도 속초시 관광로 327,#속초숙소#숙박,033-636-4000,  http://www.cheoksan.co.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=4cdf7a2b-6b16-4d46-a8c5-11c1d15a85e6,강원도 속초시 척산온천지구에 위치한 척산온천 휴양촌은 명산인 설악산과 푸른 동해바다 사이에 자리잡고 있으며 지하 4000m에서 형성된 53℃의 온천수가 용출되는 온천탕을 운영하고 있는 설악산 국립공원 온천 휴양지이다. 객실은 침대와 온돌로 구분되어 있으며 더블침대  트윈침대 등 다양한 유형으로 준비되어 있다. 각 객실마다 가족탕으로 이용할 수 있는 시설을 갖춘 욕탕이 갖춰져 있고 따뜻한 온천수를 이용한 목욕도 가능하다. 또한 온천욕을 할 수 있는 대중탕 시설과 무공해 콩요리 전문인 온천 식당도 함께 운영하고 있다. 그밖에 기업 연수 및 세미나  약혼식  돌잔치  동창회 등 각종 연회 및 행사가가능한 연회장과 지역 특산물 코너  마사지실 등을 이용할 수 있다.
842. 웨스턴라이프호텔,전라북도 익산시 동서로 380,#숙박#익산숙소,063-720-3000,  http://www.westernlife.co.kr/ ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=0687e67c-4a44-40bb-b737-1674323cca83,웨스턴라이프 호텔&컨벤션은 익산 최초  최고의 호텔로 약 7000여평의 대지에 지하2층  지상12층으로 건축되어 모던하고 세련된 객실과 동시수용 1 500석 규모의 연회장  대형 컨벤션 홀을 운영하고 있으며  호텔 이용고객들을 위한 500여대의 대형 주차시설을 갖추고 있다. 익산을 방문하는 비즈니스 고객과 여행객에게 기억에 남을 만한 멋진 경험을 제공해 드리기 위해 최선을 다해 노력하고 있다. 
843. 오션스위츠 제주호텔,제주특별자치도 제주시 탑동해안로 74,#숙박#제주숙소,1577-9766  064-720-6000,  http://www.oceansuites.kr/ ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=95c28de9-fb69-40e2-8832-ce213a45b0df,제주 국제공항과 제주항에서 8분 거리에 위치한 오션스위츠 제주호텔은  제주의 바다와 인접해있다. 현대식으로 신축된 객실을 비롯한 편리한 시설을 갖추고 있으며 품격 높은 서비스를 제공하는 오션스위츠 제주호텔은 제주의 전통문화. 해변공연장을 비롯한 수준 높은 문화시설  관광과 레저를 손쉽게 이용할 수 있는 편리한 교통의 요지에 위치하고 있다. 오션스위츠 제주호텔은 지상 11층  지하 2층의 규모로 안락하고 편안한 객실 350개를 보유하고 있으며 객실은 깨끗함과 안락함을 느낄 수 있도록 현대적인 감각에 발맞춰 모던하고 심플하게 꾸며져 있다. 고객을 한 번 더 생각하는 서비스를 통해 편안하게 머무를 수 있도록 모든 편의를 제공하고 있다. 
