인덱스,이름,주소,태그,전화번호,홈페이지,운영시간/휴무일,이미지,입장료,주차시설,소개
3072,성산아침노을펜션,제주도 서귀포시 성산읍 한도로255번길 14-1,,064-782-4544,,,https://api.visitjeju.net/photomng/imgpath/201804/30/cadcbbde-20ec-45b7-a6c4-e06b4467a2b3.jpg,,,​아침노을펜션은성산일출봉과우도를끼고있는제주의동쪽바다정면에위치해있습니다.그래서그어느곳보다바다위로해가뜨는장관을볼수있는최적의장소입니다.​​10평형 오션뷰- 기준인원 2인 최대인원 3인- 원룸형 방1 부엌 욕실1- 2층 3층 총 2실12평형 오션뷰- 기준인원 2인 최대인원 4인- 원룸형 방1 부엌 욕실1- 2층 3층 총 2실14평형- 기준인원 2인 최대인원 4인- 원룸형 방1 부엌 욕실1- 2층 3층 총 2실20평형 오션뷰- 기준인원 4인 최대인원 6인- 거실&amp침실 부엌 욕실1- 1층 총 1실​​일몰후하늘을덮는저녁노을도아름답지만일출전수평선위로아침노을이만들어내는장관은웅장하기까지합니다.아침노을펜션앞올레1코스산책로는일출봉과연결되어있어도보로이동이가능하며복잡한정문주차장을지나지않고입장이가능합니다.펜션주인이일출봉해설사이자올레코스해설사도겸하고있어알찬여행에도움받으실수있습니다.아침노을펜션앞올레1코스산책로는우도로가는&nb
3073,성산우리집 펜션,제주특별자치도 서귀포시 성산읍 한도로 255 9번집,#안전인증숙소,064-784-3879,,,https://api.visitjeju.net/photomng/imgpath/201804/30/07f9dd35-57dd-47c1-8f75-f485c7e4ccff.jpg,,,​​ 맛있다고 소문난 토스트가 무료조식으로 제공된다.예쁘게 가꿔진 정원은 여러 종류의 꽃이 조화롭게 있다.바로 앞에 있는 바다와 아름다운 일출을 볼 수 있는성산일출봉과 가까운 거리에 위치해있다.
3074,세화리움,제주특별자치도 제주시 구좌읍 세화리 1-26,,010-9530-4049,,입실 : 17:00 ~ 22:00퇴실 : 10:00소등 : 23:00조식 : 09:00 (다이닝 펍)연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/36971c5f-9522-432a-aeff-6821cb899c80.jpg,,,​소중한 사람과 함께 세화 해변에서의 잊지 못할 추억을 남기다아름다운 세화 해변을 코앞에 두고 해녀박물관을 마주 보고 있는 게스트하우스는 바로 세화리움이다.세화리움(Sehwarium)이라는 이름은 ‘Sehwa’와 ‘Arium’의 합성어이다.이곳은 세화를 찾는 여행객들이 ‘세화스러움’을 느낄 수 있는 휴식 공간이다.​​​​​​​​​​​​​​​​​다른 게스트하우스들과 달리 세화리움은 도미토리 객실이 없는 민박형 커플 게스트하우스이다.세화리움의 커플 스테이는 한 개의 구좌룸과 두 개의 세화룸으로 운영되고 있다.모든 방에는 테라스와 덱이 각각 설치되어 있고 캠핑용 의자와 테이블이 놓여있다.테라스 앞에는 미니 정원도 마련되어 있다. 또한 1층에서 운영되고 있는 다이닝 펍에서는 저녁까지 식사와 음료가 판매된다.​​​​​​​​
3075,세화맨션,제주특별자치도 제주시 구좌읍 세화리 1477-38,,,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/91897410-4e22-4297-86ef-2b061956744a.jpg,,,​세화바다 세화리 마을 전경을 보며 가족과 함께 조용히 머물 수 있는 곳세화해변과 근접한 세화맨션에는 가 나 다 총 3개의 동으로 이루어져 있다.‘가’ 동은 정원과 테라스가 단독으로 있는 스튜디오 형 독채 펜션이며다른 동들과 달리 TV가 없고 음악을 들을 수 있는 음악 CD와 플레이어가 준비되어 있다.‘나’ 동 또한 정원과 테라스가 단독으로 있으며 투룸형 독채펜션으로 테라스에는 미니 수영장이 있다.​​​​​​​‘다’ 동은 독립적인 외부 계단을 통해 출입하는 2층 공간으로단독 테라스 대신 세화리 마을 전경을 감상할 수 있는 옥상 테라스를 이용할 수 있다.​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​
3076,셋째날,제주특별자치도 서귀포시 하신상로 273-7 셋째날 펜션 (상효동),,064-733-7339,,,https://api.visitjeju.net/photomng/imgpath/201804/30/12761723-35f6-4b70-97d3-d6b31569fcdb.jpg,,,​ 펜션내부는 하늘채 침대방 온돌방 황토방으로 나누어져있습니다. 펜션내에는 감귤밭이 있어서 감귤따기 무료체험을 즐기실 수 있습니다.​​​​​​​​​
3077,소낭재,제주특별자치도 제주시 한림읍 협재리 1022,,064-796-8105,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/c365d282-1b1e-40ba-96f6-13d4b8c27699.jpg,,,​​​​​​​​전원주택에서의 휴식과 글램핑이 있는 곳협재 해변에서 차량으로 5분 거리에 위치한 소낭재 펜션은 바다와 한적한 숲을 동시에 즐길 수 있는 곳이다.바당동과 오름동 두 곳로 나뉘어 있는데바당동은 복층형 투룸으로 1층에는 안방과 거실 겸 주방이 있고 오름동은 복층형 원룸으로 2층을 침실로 이용한다.건물 밖에는 바비큐장이 따로 마련되어 있는데 미리 예약을 해야 이용이 가능하다.또한 이곳은 글램핑장이 있어서 야외 캠핑을 즐길 수 있으며 캠핑 전용 샤워장도 준비되어 있다.​​​​​​​​​​​​​​​​​​​​​​​​​
3078,소담펜션,제주특별자치도 서귀포시 법환동 1528-1,,064-738-0203,,,https://api.visitjeju.net/photomng/imgpath/201804/30/9553ac82-ba8c-4b21-bb74-089cc3685952.jpg,,,칫솔과 면도기는 비치되어 있지 않습니다. ​​​​​​​조식이용시간은 아침8~9시 까지 입니다.
3079,소람민박,제주특별자치도 서귀포시 법환동 629-7,,010-9433-3286,,연중무휴,https://api.visitjeju.net/photomng/imgpath/201804/30/19478bd9-0761-4413-a8e5-cefb96a662b5.jpg,,,​편안하고 조용한 분위기에서 제주도의 휴식을 즐길 수 있는 공간소람 민박은 법환 포구 제주올레길 7코스와 근접하고서귀포 월드컵 경기장과 이마트(터미널)에서 도보로 10분 거리에 위치하고 있다.객실은 소람 게스트 하우스 201호 202호 203호 3개의 객실과 소람 코티지 별채 1호 2호로 구성되어져 있다.​​​​​​​​​​​​​​​​​버스 이용 시에는 공항 리무진 버스로 서귀포 이마트 앞에서 내린 후진행방향으로 직진하다가 SK주유소를 지나 올레꿀빵을 끼고 있는 골목으로 우회전하고한 300m쯤 직진하면 삼거리가 나오고 삼거리에서 좌측 길 50m 정도 도보한다.주변에는 제주올레길7코스 외돌개 제주월드컵경기장 법환포구 등 관광지가 있다. ​
3080,소리게스트하우스,제주특별자치도 제주시 서사로 63,,070-8805-0862,,,https://api.visitjeju.net/photomng/imgpath/201804/30/4ccaef0b-be9a-4287-9a6f-fb4da90e5099.jpg,,,​​ 취사가능 바비큐 불판 제공 건조기 사용 가능
3081,소풍BnB,제주특별자치도 서귀포시 호근남로 82,,064-739-4054,,,https://api.visitjeju.net/photomng/imgpath/201804/30/e933bc91-eda8-44da-8c39-6c07b2186ad5.jpg,,,1인 이용시 커플룸을 혼자 사용하시면 되고 가격은32000원입니다. 1층을 통채로 빌리고싶으시면 140.000원이며 조식제공은 하지않고 있습니다. 조식은 서양식으로 제공되며 (빵 우유 커피)기본메뉴로 매일 제공됩니다.​사방이 귤밭으로 둘러쌓인 제주 소풍BnB는봄에는 귤꽃 향기가 가득하고 여름엔 무척 시원하며늦가을부터는 귤이 익어가는 모습을 볼 수 있습니다.3분거리에 올레 7-1코스가 연결되어 있다.고근산 엉또폭포를 갈 수 있으며정방폭포와 천지연폭포 옆 새연교로의 이동도 좋다.​객실은 모두 3개로 트윈룸 커플룸 더블룸이 있으며2층 침대 구조가 아닌 싱글침대로 구성되어 있습니다.​조식이 포함되어 있어 든든하게 먹고 여행을 떠날 수 있다.8시~9시 사이 제공주방은 저녁식사시 사용이 가능하고가스렌지 전자렌지 오븐과 조리도구기본 양념을 갖추고 있다고 합니다.​깔끔하고 심플한 실내 디자인의 모습​거실에서는 조용히 차를 마실 수 있도록 테이블이 준비되어 있습니다.입실 : 오후 3시퇴실 : 오전 10시
3082,소풍이야기 펜션,제주시 애월읍 하귀2리 2842-2,,064-711-2500,,체크인 15:00 · 체크아웃 12:00,https://api.visitjeju.net/photomng/imgpath/201804/30/b3a5870f-28d0-42b1-8eed-4b627b2264e9.jpg,,,발 걸음을 멈추게 하는 바다 풍경 그 곳에 소풍 이야기가 있습니다.어린시절소풍 전날의 가슴 설레이며 잠 못 이루던 밤을 기억하십니까? 270도로 펼쳐지는 바다를 바라보며 아련한 추억 속 소풍 이야기들을 회상해보십시오.그리고 다시 한번 그 설레던 기억의 한 자락을 품고 제주의 여행을 시작해보십시오.소풍이야기가 미소 가득하고 행복한 제주 소풍의 추억 한 켠을 채워드리고자 합니다.​
3083,솔로 게스트하우스,제주도 서귀포시 대정읍 상모리 88-1,,,,,https://api.visitjeju.net/photomng/imgpath/201804/30/b2d1bb7b-215f-4cd0-98fe-91d8dfd4f6ff.png,,,송악산 앞마당에 위치 해 있으며 100m 이내에 마라도 선착장 송악산 형제섬이 있고 4km 이내에 모슬포항과 산방산 용머리 해안이 있다.7km 이내에는 산방산 탄산온천이 있으며 14km 이내에는 오설록 유리의성 생각하는 정원 저지 오름이 있어 편리한 이동이 가능하다.주변 편의시설로는 50m 거리에 GS편의점 100m 거리에 CU편의점이 있으며 스타벅스 망고레이 던킨도너츠도 인근에 위치 해 있다.조식은 아침 8시부터 8시 30분까지 무료제공되어 든든한 아침 시작이 가능하다.저녁 7시에는 바베큐파티가 열려 숯불에 구운 제주산 흑돼지를 맛 볼 수 있다.(참가비:15000원)
3084,솔로게스트하우스 앤 두루두루펜션,제주특별자치도 서귀포시 표선면 하천리 17-3,,010-2723-7149,,체크인 3-10 PM  체크아웃 - 11 AM,https://api.visitjeju.net/photomng/imgpath/201809/06/8e12a9fe-a4dd-435d-b528-7742d3e77e1a.JPG,,,솔로게스트하우스 표선점에서는 매일 아침 제주의 꽉 찬 풍경속으로 찾아가는 오름투어가 진행중입니다.주인장과 함께 떠나는 오름투어에서 제주의 자연을 맘껏 즐기시고 인생샷은 덤으로 얻어가실수 있습니다.항상 여행자의 입장에서 생각하고 편의를 제공하는 게스트하우스로 운영하고 있습니다.
3085,솔민박,제주특별자치도 서귀포시 표선면 표선리 2337-2,,064-787-0729,,,https://api.visitjeju.net/photomng/imgpath/201804/30/c0ac3a8c-0a5d-46cf-8cc0-a27b886972b0.jpg,,,서귀포시 표선면 민속해안로에 위치한 솔 민박은 1일 1가족 또는 1팀만 숙박할수 있어 조용하고 편안하게 한 가족이 머무를 수 있는 힐링의 공간 입니다. 숙소내 기본 시설은 가족이 생활하는데 불편함 없도록 구비되어 있으며 가족이 모여 캠핑 즐거움을 만드실수 있도록 제반 캠핑 도구를 제공해 드리며 아울러 해안로를 운동을 하며 돌아볼 수 있는 자전거와 아이들이 물놀이를 할수 있는 아기 고무 풀를 제공하고 있습니다. 또한 야간 또는 비오는 날에도 야외에서 바베큐를 즐길수 있도록 대형 캐노피가 설치되어 있습니다.숙소는 방 2 거실겸 주방 화장실1 로 구성되어 있으며 기본 5인을 기준으로 최대 8인이 숙박할 수 있습니다. 숙박에 필요한 취사 및 기본 도구는 모두 완벽하게 구비되어 있으며 요청시 오셔서 바로 바베큐를 즐기실수 있도록 준비 또한 해드립니다. 솔민박은 제주민속촌을 5분 거리에 두고 있어 민속촌 관광을 바로하실수 있고 해비치해수욕장에서 가족과 해수욕을 즐기실수 있습니다. 아우러 솔민박 바로 아래 위치한 표선해녀에 집에서는 해녀분들이 갓 잡아온 해산물을 맛보실수도 있습니다. 제주독채민박 솔 에서 가족과 함께 즐거운 제주가족여행을 하시길 바랍니다. 감사합니다.
3086,송림원,제주특별자치도 제주시 애월읍 납읍리 1365-1,,064-799-4000,,,https://api.visitjeju.net/photomng/imgpath/201804/30/baa0c2d4-0032-4687-8290-f002b4af552d.gif,,,올레 15코스를 둘러보시는 단체 고객님들이 자주 찾는 펜션입니다.
3087,송정게스트하우스,제주특별자치도 서귀포시 칠십리로 139,,064-763-5775,,,https://api.visitjeju.net/photomng/imgpath/201804/30/27c1cdd4-dff3-4944-8bdf-d2529806c91d.jpg,,,올레길 5678 코스와 한라산 등반이 편리하며 방마다 화장실과 샤워실이 있습니다. 저녁파티를 원하시는 분들에 한하여 흑돼지구이와 자연산 활어회 파티를 준비하고 있으니 원하시는 분들은 참여하시면됩니다.
3088,쇠소깍섬도리왓펜션,서귀포시 하효동 951-1,,064-767-8288,,체크인 15:00 체크아웃 11:00,https://api.visitjeju.net/photomng/imgpath/201804/30/3ad5323f-586e-4723-9810-ecaaadd6ecd2.jpg,,,​​&lt감귤과 쇠소깍을 품은 펜션&gt서귀포 하효마을 쇠소깍에서 도보로 3분 거리에 있는 펜션으로앞쪽에는 푸른 바다와 지귀도가 보이고 뒤쪽으로는 한라산 전경이 펼쳐지는 멋진 뷰를 감상할 수 있다.겨울에는 야외정원에 있는 감귤밭에서 감귤 따기 체험도 함께 즐길 수 있는 펜션이다.전객실 금연이며 간단한 취사를 할 수 있는 조리도구가 갖춰져 있다.만원의 이용요금을 내면 바베큐 시설을 이용할 수 있다.​​객실타입- 가족형 2객실(한라봉12) 4인(최대 8인)- 커플형 4객실(진지향 황금향 천혜향 레드향) 2인(최대 4인)부대시설- 비비큐장 옥상전망대 감귤체험장 작은텃밭 공용샤워실대중교통 이용시- 제주시외버스터미널-181번승차-하례리입구정류장-620-2번환승-쇠소깍 정류장- 126m 도보로 이동​
3089,쇠소깍올레민박,서귀포시 하효동 236-2,,010-2637-1401,,,https://api.visitjeju.net/photomng/imgpath/201804/30/b3dac536-3a15-4012-bec2-7d00ff47cefa.jpg,,,​&lt소담하고 고즈넉한 마을풍경&gt감귤 으뜸 고장 서귀포 하효마을 안에 있으며 마을의 소담하고 고즈넉한 풍경도 함께 느껴 볼 수 있다.기존엔 가정주택으로 사용했으나 새롭게 감귤테마하우스로 리모델링 되어 오픈하였다.​​​
3090,수필하우스,제주특별자치도 제주시 구좌읍 종달리 820,,010-6678-8986,,,https://api.visitjeju.net/photomng/imgpath/201804/30/8e475dc8-417f-47b9-80f9-1d50782cec41.jpg,,,​종달리의 조용한 어촌마을에 위치한 수필하우스는 여행객들이 머물며 채우고 비우기를 바라는 마음으로 서비스를 제공하고 있다.지어진지 130년이 넘은 고택은 오랜 시간만큼 많은 사람을 품어 엄마의 품과 같은 포근함과 맑은 기운을 내뿜고 있다.가정식 아침식사를 제공하는 독채 하우스로 총 5개의 객실을 보유하고 있으며 네 개의 2-4인실과 한 개의 4-6실로 구성된다.전 객실에는 간단한 주방이 갖춰져 있지만 냄새가 심한 음식은 조리가 불가능하다. 야외에도 바베큐 시설이 없으니 참고해야 한다.따뜻한 느낌의 실내 디자인과 아담한 후원과 텃밭과 더불어 엄마가 직접 차린 듯한 조식이 이곳의 큰 매력이다.​​​​​​​아침부터 부지런히지은 밥과 갓 볶은 나물은 정성과 아침의 싱그러움을 담았다.​​​​​​​​​​​
